"sp","bin","n_oc","mst","n_suitable","species_count"
"Mollusca Radiolites_dario","Coniacian","1",NA,"18","82"
"Mollusca Vaccinites_fortisi","Coniacian","2","11.2249721603218","24","42"
"Mollusca Bournonia_excavata","Coniacian","4","21.1754574921063","24","55"
"Mollusca Rajka_spinosa","Coniacian",NA,NA,NA,NA
"Mollusca Hippurites_colliciatus","Coniacian","2","11.2249721603218","24","78"
"Mollusca Durania_apula","Coniacian",NA,NA,NA,NA
"Mollusca Gorjanovicia_paronai","Coniacian",NA,NA,NA,NA
"Mollusca Bournonia_wiontzeki","Coniacian",NA,NA,NA,NA
"Mollusca Durania_japigiae","Coniacian",NA,NA,NA,NA
"Mollusca Medeella_zignana","Coniacian",NA,NA,NA,NA
"Mollusca Jerinella_klinae","Coniacian",NA,NA,NA,NA
"Mollusca Milovanovicia_dobrunensis","Coniacian","1",NA,"25","55"
"Mollusca Milovanovicia_martelli","Coniacian",NA,NA,NA,NA
"Mollusca Granocardium_productum","Coniacian",NA,NA,NA,NA
"Mollusca Curvostrea_heinzi","Coniacian",NA,NA,NA,NA
"Mollusca Nicaisolopha_tissoti","Coniacian",NA,NA,NA,NA
"Mollusca Gyrostrea_antwani","Coniacian",NA,NA,NA,NA
"Mollusca Pteria_nebrascana","Campanian",NA,NA,NA,NA
"Mollusca Lucina_occidentalis","Campanian",NA,NA,NA,NA
"Mollusca Inoceramus_sagensis","Campanian",NA,NA,NA,NA
"Mollusca Lucina_subundata","Campanian",NA,NA,NA,NA
"Mollusca Pteria_linguiformis","Campanian",NA,NA,NA,NA
"Mollusca Inoceramus_subcircularis","Campanian",NA,NA,NA,NA
"Mollusca Pecten_nebrascensis","Campanian",NA,NA,NA,NA
"Mollusca Crassatella_evansi","Campanian",NA,NA,NA,NA
"Mollusca Tenea_circularis","Campanian",NA,NA,NA,NA
"Mollusca Inoceramus_tenuilineatus","Campanian",NA,NA,NA,NA
"Mollusca Nuculana_corsicana","Campanian",NA,NA,NA,NA
"Mollusca Inoceramus_subcompressus","Campanian",NA,NA,NA,NA
"Mollusca Ostrea_plumosa","Campanian",NA,NA,NA,NA
"Mollusca Neithea_quinquecostata","Campanian",NA,NA,NA,NA
"Mollusca Neithea_regularis","Campanian",NA,NA,NA,NA
"Mollusca Pycnodonte_vesicularis","Campanian","1",NA,"13","72"
"Mollusca Hyotissa_semiplana","Campanian","1",NA,"13","68"
"Brachiopoda Cyclothyris_globata","Campanian",NA,NA,NA,NA
"Mollusca Exogyra_ponderosa","Campanian",NA,NA,NA,NA
"Mollusca Agerostrea_falcata","Campanian",NA,NA,NA,NA
"Mollusca Anomia_argentaria","Campanian",NA,NA,NA,NA
"Mollusca Nucula_percrassa","Campanian",NA,NA,NA,NA
"Mollusca Cucullaea_neglecta","Campanian",NA,NA,NA,NA
"Mollusca Gryphaeostrea_vomer","Campanian",NA,NA,NA,NA
"Mollusca Trigonia_moretoni","Campanian",NA,NA,NA,NA
"Mollusca Veniella_conradi","Campanian",NA,NA,NA,NA
"Mollusca Crassatella_vadosa","Campanian",NA,NA,NA,NA
"Mollusca Pecten_quinquenarius","Campanian",NA,NA,NA,NA
"Mollusca Lima_reticulata","Campanian",NA,NA,NA,NA
"Mollusca Paranomia_scabra","Campanian",NA,NA,NA,NA
"Mollusca Panopea_decisa","Campanian",NA,NA,NA,NA
"Mollusca Nemodon_stantoni","Campanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_eufaulensis","Campanian",NA,NA,NA,NA
"Mollusca Aphrodina_eufaulensis","Campanian",NA,NA,NA,NA
"Mollusca Anomia_linifera","Campanian",NA,NA,NA,NA
"Mollusca Brachymeris_alta","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_vesiculosus","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_ultimus","Campanian",NA,NA,NA,NA
"Mollusca Pironaea_milovanovici","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_loftusi","Campanian",NA,NA,NA,NA
"Mollusca Hippurites_colliciatus","Campanian","1",NA,"11","32"
"Mollusca Hippurites_nabresinensis","Campanian",NA,NA,NA,NA
"Mollusca Acila_hokkaidoensis","Campanian",NA,NA,NA,NA
"Mollusca Glycymeris_veatchii","Campanian",NA,NA,NA,NA
"Mollusca Acila_demessa","Campanian",NA,NA,NA,NA
"Mollusca Sphenoceramus_naumanni","Campanian",NA,NA,NA,NA
"Mollusca Inoceramus_japonicus","Campanian",NA,NA,NA,NA
"Mollusca Panopea_malvernensis","Campanian",NA,NA,NA,NA
"Mollusca Amphidonte_conica","Campanian",NA,NA,NA,NA
"Mollusca Lima_woodsi","Campanian",NA,NA,NA,NA
"Mollusca Hippuritella_variabilis","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_boehmi","Campanian","2","33.7378708303151","12","67"
"Mollusca Vaccinites_cornuvaccinum","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_chaperi","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_archiaci","Campanian",NA,NA,NA,NA
"Mollusca Sauvagesia_tenuicostata","Campanian","4","19.5945764344208","14","72"
"Mollusca Joufia_reticulata","Campanian","1",NA,"10","78"
"Mollusca Lapeirousia_pervinquierei","Campanian","2","23.49238599246","10","78"
"Mollusca Vaccinites_atheniensis","Campanian","2","23.49238599246","10","78"
"Mollusca Vaccinites_gosaviensis","Campanian","2","23.49238599246","15","73"
"Mollusca Vaccinites_sulcatus","Campanian","2","23.49238599246","15","73"
"Mollusca Ostrea_glabra","Campanian",NA,NA,NA,NA
"Mollusca Corbula_subtrigonalis","Campanian",NA,NA,NA,NA
"Mollusca Corbula_perundata","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_angeiodes","Campanian","5","21.1754574921063","14","34"
"Mollusca Hippurites_canalicatus","Campanian",NA,NA,NA,NA
"Mollusca Praeradiolites_subtoucasi","Campanian",NA,NA,NA,NA
"Mollusca Praeradiolites_sinuatus","Campanian",NA,NA,NA,NA
"Mollusca Hippurites_serratus","Campanian",NA,NA,NA,NA
"Mollusca Hippurites_heberti","Campanian",NA,NA,NA,NA
"Mollusca Hippurites_lamarcki","Campanian",NA,NA,NA,NA
"Mollusca Biradiolites_orbignyi","Campanian",NA,NA,NA,NA
"Mollusca Hippurites_vidali","Campanian",NA,NA,NA,NA
"Mollusca Favus_antei","Campanian",NA,NA,NA,NA
"Mollusca Plagioptychus_aguilloni","Campanian","2","9.90959131347","14","70"
"Mollusca Vaccinites_praesulcatus","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_vredenburgi","Campanian","1",NA,"13","68"
"Mollusca Vaccinites_inaequicostatus","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_braciensis","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_taburni","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_giganteus","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_oppeli","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_styriacus","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_fortisi","Campanian","1",NA,"13","73"
"Mollusca Hippurites_sulcatoides","Campanian",NA,NA,NA,NA
"Mollusca Hippurites_heritschi","Campanian",NA,NA,NA,NA
"Mollusca Hippuritella_lapeirousei","Campanian",NA,NA,NA,NA
"Mollusca Hippurites_socialis","Campanian","4","19.5945764344208","14","38"
"Mollusca Radiolites_spongicola","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_aurigerensis","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_gastaldianus","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_radiosus","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_subradiosus","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_squamosus","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_nouleti","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_galloprovincialis","Campanian",NA,NA,NA,NA
"Mollusca Praeradiolites_hoeninghausi","Campanian",NA,NA,NA,NA
"Mollusca Praeradiolites_saemanni","Campanian",NA,NA,NA,NA
"Mollusca Praeradiolites_plicatus","Campanian",NA,NA,NA,NA
"Mollusca Lapeirousia_jouanneti","Campanian",NA,NA,NA,NA
"Mollusca Lapeirousia_zitteli","Campanian",NA,NA,NA,NA
"Mollusca Glycymeris_noricus","Campanian",NA,NA,NA,NA
"Mollusca Spondylus_spinosus","Campanian","1",NA,"13","67"
"Mollusca Oscillopha_dichotoma","Campanian","1",NA,"13","73"
"Mollusca Mytilus_strigillatus","Campanian",NA,NA,NA,NA
"Mollusca Crassatella_austriaca","Campanian",NA,NA,NA,NA
"Mollusca Granocardium_productum","Campanian","1",NA,"13","65"
"Mollusca Crassatella_conradiana","Campanian",NA,NA,NA,NA
"Mollusca Inoceramus_pachti","Campanian",NA,NA,NA,NA
"Mollusca Inoceramus_muelleri","Campanian",NA,NA,NA,NA
"Mollusca Inoceramus_vancouverensis","Campanian",NA,NA,NA,NA
"Mollusca Protocardia_rara","Campanian",NA,NA,NA,NA
"Mollusca Granocardium_tenuistriatum","Campanian",NA,NA,NA,NA
"Mollusca Glycymeris_mortoni","Campanian",NA,NA,NA,NA
"Mollusca Cymella_bella","Campanian",NA,NA,NA,NA
"Mollusca Pycnodonte_convexa","Campanian",NA,NA,NA,NA
"Mollusca Vaccinites_alpinus","Campanian",NA,NA,NA,NA
"Mollusca Biradiolites_angulosissimus","Campanian","4","18.7136313953225","14","38"
"Mollusca Biradiolites_fissicostatus","Campanian","4","17.9555005499708","14","28"
"Mollusca Bournonia_excavata","Campanian","4","19.5945764344208","15","72"
"Mollusca Bournonia_wiontzeki","Campanian",NA,NA,NA,NA
"Mollusca Durania_apula","Campanian",NA,NA,NA,NA
"Mollusca Durania_japigiae","Campanian",NA,NA,NA,NA
"Mollusca Gorjanovicia_costata","Campanian",NA,NA,NA,NA
"Mollusca Gorjanovicia_paronai","Campanian",NA,NA,NA,NA
"Mollusca Jerinella_klinae","Campanian",NA,NA,NA,NA
"Mollusca Medeella_zignana","Campanian",NA,NA,NA,NA
"Mollusca Radiolites_spinulatus","Campanian",NA,NA,NA,NA
"Mollusca Rajka_spinosa","Campanian",NA,NA,NA,NA
"Mollusca Milovanovicia_dobrunensis","Campanian","1",NA,"15","77"
"Mollusca Milovanovicia_martelli","Campanian",NA,NA,NA,NA
"Mollusca Venericardia_linoi","Campanian",NA,NA,NA,NA
"Mollusca Anomia_besrukovi","Campanian",NA,NA,NA,NA
"Mollusca Crassatella_carolinensis","Campanian",NA,NA,NA,NA
"Mollusca Cucullaea_antrosa","Campanian",NA,NA,NA,NA
"Mollusca Nemodon_brevifrons","Campanian",NA,NA,NA,NA
"Mollusca Arca_rostellata","Campanian",NA,NA,NA,NA
"Mollusca Glycymeris_subaustralis","Campanian",NA,NA,NA,NA
"Mollusca Ostrea_subspatulata","Campanian",NA,NA,NA,NA
"Mollusca Etea_carolinensis","Campanian",NA,NA,NA,NA
"Mollusca Trachycardium_eufaulensis","Campanian",NA,NA,NA,NA
"Mollusca Cardium_dumosum","Campanian",NA,NA,NA,NA
"Mollusca Aphrodina_tippana","Campanian",NA,NA,NA,NA
"Mollusca Liothyris_carolinensis","Campanian",NA,NA,NA,NA
"Mollusca Nucula_percrassa","Maastrichtian","6","50.9355294049083","11","152"
"Mollusca Malletia_longifrons","Maastrichtian","5","49.2340598417316","11","136"
"Mollusca Nuculana_whitfieldi","Maastrichtian",NA,NA,NA,NA
"Mollusca Nemodon_eufalensis","Maastrichtian","6","53.7496805177322","11","168"
"Mollusca Striarca_cuneata","Maastrichtian",NA,NA,NA,NA
"Mollusca Striarca_saffordi","Maastrichtian",NA,NA,NA,NA
"Mollusca Idonearca_capax","Maastrichtian","3","32.9886420418044","12","118"
"Mollusca Lycettia_tippana","Maastrichtian",NA,NA,NA,NA
"Mollusca Crenella_elegantula","Maastrichtian",NA,NA,NA,NA
"Mollusca Tenuipteria_argentea","Maastrichtian",NA,NA,NA,NA
"Mollusca Syncyclonema_simplicius","Maastrichtian",NA,NA,NA,NA
"Mollusca Camptonectes_bubonis","Maastrichtian",NA,NA,NA,NA
"Mollusca Anomia_ornata","Maastrichtian","6","51.453532006758","11","151"
"Mollusca Limatula_acutilineata","Maastrichtian",NA,NA,NA,NA
"Mollusca Gryphaeostrea_vomer","Maastrichtian","3","32.9886420418044","12","139"
"Mollusca Ambigostrea_tecticosta","Maastrichtian",NA,NA,NA,NA
"Mollusca Crassatella_vadosa","Maastrichtian","8","56.77297855463","11","153"
"Mollusca Scambula_perplana","Maastrichtian","4","48.9696656692516","11","153"
"Mollusca Granocardium_tippanum","Maastrichtian",NA,NA,NA,NA
"Mollusca Granocardium_lowei","Maastrichtian","3","47.1973796783169","11","152"
"Mollusca Cymbophora_berryi","Maastrichtian","5","49.2340598417316","11","153"
"Mollusca Cymbophora_appressa","Maastrichtian",NA,NA,NA,NA
"Mollusca Leptosolen_biplicatus","Maastrichtian","7","56.77297855463","11","173"
"Mollusca Tellinimera_buboana","Maastrichtian",NA,NA,NA,NA
"Mollusca Aenona_eufaulensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Linearia_metastriata","Maastrichtian","5","53.2012320718654","11","153"
"Mollusca Veniella_conradi","Maastrichtian","6","42.0972158390865","12","144"
"Mollusca Tenea_parilis","Maastrichtian",NA,NA,NA,NA
"Mollusca Aphrodina_tippana","Maastrichtian","5","40.1550514351343","11","172"
"Mollusca Cyprimeria_alta","Maastrichtian",NA,NA,NA,NA
"Mollusca Caestocorbula_crassiplica","Maastrichtian","5","49.2340598417316","11","151"
"Mollusca Clavipholas_pectorosa","Maastrichtian","2","35.1787172127822","11","148"
"Mollusca Anatimya_anteradiata","Maastrichtian",NA,NA,NA,NA
"Mollusca Liopistha_protexta","Maastrichtian","4","38.9130846343268","12","138"
"Mollusca Crenella_serica","Maastrichtian",NA,NA,NA,NA
"Mollusca Cymella_bella","Maastrichtian",NA,NA,NA,NA
"Mollusca Exogyra_costata","Maastrichtian","5","40.1550514351343","12","139"
"Mollusca Legumen_ellipticum","Maastrichtian","2","31.4650679923357","12","138"
"Mollusca Pholadomya_occidentalis","Maastrichtian","2","37.3858919752693","11","174"
"Mollusca Pinna_laqueata","Maastrichtian","2","35.1787172127822","11","153"
"Mollusca Lima_pelagica","Maastrichtian","6","51.196488420006","11","152"
"Mollusca Anomia_argentaria","Maastrichtian","7","56.9223284426196","11","168"
"Mollusca Pycnodonte_vesicularis","Maastrichtian","5","40.1550514351343","12","138"
"Mollusca Agerostrea_falcata","Maastrichtian","4","46.8121927641405","11","153"
"Mollusca Granocardium_kuemmeli","Maastrichtian",NA,NA,NA,NA
"Mollusca Botula_carolinensis","Maastrichtian","3","32.9886420418044","11","136"
"Mollusca Vetericardiella_crenalirata","Maastrichtian",NA,NA,NA,NA
"Mollusca Acutostrea_plumosa","Maastrichtian",NA,NA,NA,NA
"Mollusca Agerostrea_mesenterica","Maastrichtian","4","48.2264724865836","11","151"
"Mollusca Bathytormus_pteropsis","Maastrichtian",NA,NA,NA,NA
"Mollusca Cymbophora_inflata","Maastrichtian",NA,NA,NA,NA
"Mollusca Cyprimeria_depressa","Maastrichtian",NA,NA,NA,NA
"Mollusca Flemingostrea_subspatulata","Maastrichtian",NA,NA,NA,NA
"Mollusca Phacoides_mattiformis","Maastrichtian",NA,NA,NA,NA
"Mollusca Pleuriocardia_eufaulense","Maastrichtian",NA,NA,NA,NA
"Mollusca Pseudolimea_reticulata","Maastrichtian",NA,NA,NA,NA
"Mollusca Pycnodonte_belli","Maastrichtian","5","44.5206774876839","11","136"
"Mollusca Striarca_webbervillensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Myrtea_stephensoni","Maastrichtian",NA,NA,NA,NA
"Mollusca Vetericardiella_webbervillensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Tellinimera_gabbi","Maastrichtian",NA,NA,NA,NA
"Mollusca Cymbophora_cancellosa","Maastrichtian","2","28.2070952102492","11","153"
"Mollusca Cuspidaria_grandis","Maastrichtian",NA,NA,NA,NA
"Mollusca Gervilliopsis_ensiformis","Maastrichtian",NA,NA,NA,NA
"Mollusca Lima_deatsvillensis","Maastrichtian","2","31.4650679923357","11","152"
"Mollusca Astarte_culebrensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Cuspidaria_ampulla","Maastrichtian",NA,NA,NA,NA
"Mollusca Cyclorisma_parva","Maastrichtian",NA,NA,NA,NA
"Mollusca Modiolus_sedesclarus","Maastrichtian",NA,NA,NA,NA
"Mollusca Linearia_pectinis","Maastrichtian",NA,NA,NA,NA
"Mollusca Cuna_texana","Maastrichtian",NA,NA,NA,NA
"Mollusca Astartemya_fentressensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Botula_conchafodentis","Maastrichtian",NA,NA,NA,NA
"Mollusca Cymbophora_wordeni","Maastrichtian",NA,NA,NA,NA
"Mollusca Lima_geronimoensis","Maastrichtian","3","32.9886420418044","12","141"
"Mollusca Linter_acutata","Maastrichtian","3","16.0607417526202","12","118"
"Mollusca Plicatula_mullicaensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Plicatula_tetrica","Maastrichtian","3","32.9886420418044","12","142"
"Mollusca Pteria_rhombica","Maastrichtian",NA,NA,NA,NA
"Mollusca Pterotrigonia_thoracica","Maastrichtian","3","37.5230282892515","11","152"
"Mollusca Postligata_wordeni","Maastrichtian",NA,NA,NA,NA
"Mollusca Linearia_magnoliensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Liothyris_carolinensis","Maastrichtian","2","27.8451653905802","11","174"
"Mollusca Nucula_cunifrons","Maastrichtian",NA,NA,NA,NA
"Mollusca Periploma_applicata","Maastrichtian","1",NA,"10","160"
"Mollusca Etea_carolinensis","Maastrichtian","3","37.5230282892515","11","166"
"Mollusca Limopsis_meeki","Maastrichtian","2","27.8451653905802","11","171"
"Mollusca Radiopecten_mississippiensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Atreta_melleni","Maastrichtian","1",NA,"11","142"
"Mollusca Paranomia_scabra","Maastrichtian","3","34.6602205362969","11","152"
"Mollusca Anomia_tellinoides","Maastrichtian","2","27.8451653905802","11","173"
"Mollusca Cucullaea_littlei","Maastrichtian",NA,NA,NA,NA
"Mollusca Glycymeris_hamula","Maastrichtian",NA,NA,NA,NA
"Mollusca Neithea_quinquecostata","Maastrichtian","2","20.6392260512833","11","166"
"Mollusca Aphrodina_eufaulensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Modiolus_trigonus","Maastrichtian",NA,NA,NA,NA
"Mollusca Nemodon_stantoni","Maastrichtian","3","35.7295395996086","11","173"
"Mollusca Nuculana_rostratruncata","Maastrichtian",NA,NA,NA,NA
"Mollusca Solyma_elliptica","Maastrichtian","2","35.7295395996086","11","172"
"Mollusca Botula_ripleyana","Maastrichtian",NA,NA,NA,NA
"Mollusca Camptonectes_argillensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Spondylus_echinata","Maastrichtian",NA,NA,NA,NA
"Mollusca Granocardium_tenuistriatum","Maastrichtian","2","35.7295395996086","10","160"
"Mollusca Tellinimera_eborea","Maastrichtian","2","35.7295395996086","10","160"
"Mollusca Panopea_decisa","Maastrichtian","3","35.7295395996086","10","160"
"Mollusca Lima_whitfieldi","Maastrichtian",NA,NA,NA,NA
"Mollusca Inoceramus_balticus","Maastrichtian",NA,NA,NA,NA
"Mollusca Pinna_cretacea","Maastrichtian",NA,NA,NA,NA
"Mollusca Spyridoceramus_tegulatus","Maastrichtian",NA,NA,NA,NA
"Mollusca Entolium_membranaceum","Maastrichtian",NA,NA,NA,NA
"Mollusca Camptonectes_virgatus","Maastrichtian",NA,NA,NA,NA
"Mollusca Dhondtichlamys_pulchellus","Maastrichtian",NA,NA,NA,NA
"Mollusca Microchlamys_subinflexus","Maastrichtian",NA,NA,NA,NA
"Mollusca Merklinia_variabilis","Maastrichtian",NA,NA,NA,NA
"Mollusca Neithea_sexcostata","Maastrichtian",NA,NA,NA,NA
"Mollusca Spondylus_fimbriatus","Maastrichtian",NA,NA,NA,NA
"Mollusca Spondylus_latus","Maastrichtian",NA,NA,NA,NA
"Mollusca Atreta_nilssoni","Maastrichtian",NA,NA,NA,NA
"Mollusca Pseudolimea_granulata","Maastrichtian",NA,NA,NA,NA
"Mollusca Pseudolimea_denticulata","Maastrichtian",NA,NA,NA,NA
"Mollusca Pseudolimea_geinitzi","Maastrichtian",NA,NA,NA,NA
"Mollusca Plagiostoma_hoperi","Maastrichtian",NA,NA,NA,NA
"Mollusca Limatula_decussata","Maastrichtian",NA,NA,NA,NA
"Mollusca Limatula_kunradensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Agerostrea_ungulata","Maastrichtian",NA,NA,NA,NA
"Mollusca Bournonia_adriatica","Maastrichtian","4","32.0999600324462","11","120"
"Mollusca Bournonia_excavata","Maastrichtian",NA,NA,NA,NA
"Mollusca Radiolites_angeiodes","Maastrichtian",NA,NA,NA,NA
"Mollusca Lapeirousia_crateriformis","Maastrichtian",NA,NA,NA,NA
"Mollusca Radiolitella_maestrichtiana","Maastrichtian",NA,NA,NA,NA
"Mollusca Nucula_cancellata","Maastrichtian",NA,NA,NA,NA
"Mollusca Protocardia_subquadrata","Maastrichtian",NA,NA,NA,NA
"Mollusca Dosiniopsis_deweyi","Maastrichtian",NA,NA,NA,NA
"Mollusca Tancredia_americana","Maastrichtian",NA,NA,NA,NA
"Mollusca Modiolus_meeki","Maastrichtian",NA,NA,NA,NA
"Mollusca Syncyclonema_nilsoni","Maastrichtian",NA,NA,NA,NA
"Mollusca Syncyclonema_haggi","Maastrichtian",NA,NA,NA,NA
"Mollusca Ctenoides_dunkeri","Maastrichtian",NA,NA,NA,NA
"Mollusca Hyotissa_semiplana","Maastrichtian",NA,NA,NA,NA
"Mollusca Cucullaea_leopoliensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Modiolus_siliquus","Maastrichtian",NA,NA,NA,NA
"Mollusca Gervillia_solenoidea","Maastrichtian",NA,NA,NA,NA
"Mollusca Propeamussium_inversum","Maastrichtian",NA,NA,NA,NA
"Mollusca Acutostrea_incurva","Maastrichtian",NA,NA,NA,NA
"Mollusca Nuculana_producta","Maastrichtian",NA,NA,NA,NA
"Mollusca Pseudoptera_coerulescens","Maastrichtian",NA,NA,NA,NA
"Mollusca Placunopsis_granulosa","Maastrichtian",NA,NA,NA,NA
"Mollusca Atreta_costatus","Maastrichtian",NA,NA,NA,NA
"Mollusca Anomia_pseudoradiata","Maastrichtian",NA,NA,NA,NA
"Mollusca Inoceramus_proximus","Maastrichtian","1",NA,"10","160"
"Mollusca Hippurites_lamarcki","Maastrichtian",NA,NA,NA,NA
"Mollusca Lapeirousia_jouanneti","Maastrichtian",NA,NA,NA,NA
"Mollusca Praeradiolites_boucheroni","Maastrichtian",NA,NA,NA,NA
"Mollusca Nuculana_corbetensis","Maastrichtian","1",NA,"11","151"
"Mollusca Exogyra_overwegi","Maastrichtian",NA,NA,NA,NA
"Mollusca Inoceramus_vanuxemi","Maastrichtian",NA,NA,NA,NA
"Mollusca Australoneilo_gracilis","Maastrichtian",NA,NA,NA,NA
"Mollusca Cucullaea_antarctica","Maastrichtian",NA,NA,NA,NA
"Mollusca Pacitrigonia_patagonica","Maastrichtian",NA,NA,NA,NA
"Mollusca Panopea_clausa","Maastrichtian",NA,NA,NA,NA
"Mollusca Panopea_hauthali","Maastrichtian",NA,NA,NA,NA
"Mollusca Neithea_striatocostata","Maastrichtian",NA,NA,NA,NA
"Mollusca Hippuritella_castroi","Maastrichtian",NA,NA,NA,NA
"Mollusca Vaccinites_braciensis","Maastrichtian",NA,NA,NA,NA
"Mollusca Vaccinites_ultimus","Maastrichtian",NA,NA,NA,NA
"Mollusca Acar_hennigi","Maastrichtian",NA,NA,NA,NA
"Mollusca Bathyarca_perla","Maastrichtian",NA,NA,NA,NA
"Mollusca Catella_katinkae","Maastrichtian",NA,NA,NA,NA
"Mollusca Spondylus_truncatus","Maastrichtian",NA,NA,NA,NA
"Mollusca Gryphaeostrea_canaliculata","Maastrichtian",NA,NA,NA,NA
"Mollusca Yoldiella_anja","Maastrichtian",NA,NA,NA,NA
"Mollusca Yoldiella_dortea","Maastrichtian",NA,NA,NA,NA
"Mollusca Neilonella_susannae","Maastrichtian",NA,NA,NA,NA
"Mollusca Barbatia_forchammeri","Maastrichtian",NA,NA,NA,NA
"Mollusca Barbatia_lindae","Maastrichtian",NA,NA,NA,NA
"Mollusca Pseudogrammatodon_lornae","Maastrichtian",NA,NA,NA,NA
"Mollusca Arcopsis_christinae","Maastrichtian",NA,NA,NA,NA
"Mollusca Limopsis_amandae","Maastrichtian",NA,NA,NA,NA
"Mollusca Limopsis_augustae","Maastrichtian",NA,NA,NA,NA
"Mollusca Limopsis_helenae","Maastrichtian",NA,NA,NA,NA
"Mollusca Limopsis_magdae","Maastrichtian",NA,NA,NA,NA
"Mollusca Limopsis_nanae","Maastrichtian",NA,NA,NA,NA
"Mollusca Limopsis_ravni","Maastrichtian",NA,NA,NA,NA
"Mollusca Limopsis_sacheri","Maastrichtian",NA,NA,NA,NA
"Mollusca Cuspidaria_bentzonii","Maastrichtian",NA,NA,NA,NA
"Mollusca Cuspidaria_brittae","Maastrichtian",NA,NA,NA,NA
"Mollusca Cuspidaria_caudata","Maastrichtian",NA,NA,NA,NA
"Mollusca Cuspidaria_johannae","Maastrichtian",NA,NA,NA,NA
"Mollusca Cuspidaria_lisbethae","Maastrichtian",NA,NA,NA,NA
"Mollusca Bournonia_bournoni","Maastrichtian",NA,NA,NA,NA
"Mollusca Biradiolites_lumbricoides","Maastrichtian",NA,NA,NA,NA
"Mollusca Barbatia_geinitzi","Maastrichtian",NA,NA,NA,NA
"Mollusca Plagiostoma_cretaceum","Maastrichtian",NA,NA,NA,NA
"Mollusca Agerostrea_lunata","Maastrichtian",NA,NA,NA,NA
"Mollusca Nemocardium_fenestratum","Maastrichtian",NA,NA,NA,NA
"Mollusca Panopea_mandibula","Maastrichtian",NA,NA,NA,NA
"Mollusca Liopistha_aequivalvis","Maastrichtian",NA,NA,NA,NA
"Mollusca Nucula_tenera","Maastrichtian",NA,NA,NA,NA
"Mollusca Limopsis_rhomboidalis","Maastrichtian",NA,NA,NA,NA
"Mollusca Leptosolen_concentristriatus","Maastrichtian",NA,NA,NA,NA
