oc_w.singl_min,oc_w.singl_med,oc_w.singl_max,oc_w.singl_mean,oc_wo.singl_min,oc_wo.singl_med,oc_wo.singl_max,oc_wo.singl_mean,mst_min,mst_med,mst_max,mst_mean,species_count,pool_n,mst_sample,seed_cell,bin
1,1,7,2.068965517,2,4,7,4.1,12.63912282,21.01544824,34.44950049,22.02164189,29,26,49.28576348,36218,Hirnantian
1,2,9,3.45,2,6,9,5.083333333,9.909591313,25.3929124,37.17512209,23.61916792,20,27,41.2842549,36591,Hirnantian
1,1,7,2.290322581,2,4,7,4.333333333,9.909591313,22.96918527,32.08693611,21.90577886,31,26,39.27370677,36218,Hirnantian
1,2,8,2.390243902,2,2,8,3.47826087,11.22497216,16.44559103,41.17687529,19.56753374,41,29,44.68627173,36958,Hirnantian
1,1,5,1.914285714,2,3,5,3.461538462,9.909591313,26.37191022,38.1698194,24.68194782,35,24,45.74624387,35474,Hirnantian
1,2,7,2.307692308,2,2,7,3.318181818,11.22497216,16.44559103,32.50457546,19.72155455,39,29,44.37228573,36584,Hirnantian
1,1,9,2.290322581,2,5,9,5.444444444,15.27556903,43.97863445,49.60792977,37.08769414,31,24,55.12096507,39558,Hirnantian
1,1,8,2.95,3,7,8,6.571428571,16.90406536,30.64963295,35.55909299,28.35073973,20,27,44.01938487,36591,Hirnantian
1,1,7,2.277777778,2,4,7,4.538461538,12.63912282,18.87186863,37.92726788,22.46599091,36,29,44.69785083,36587,Hirnantian
1,1,8,2.179487179,2,2.5,8,3.875,11.22497216,22.84149837,50.1479565,24.332216,39,29,56.4141893,37330,Hirnantian
1,6,7,4.454545455,2,6,7,5.222222222,11.22497216,23.96664349,42.62730676,23.45487226,11,27,48.61776714,36591,Hirnantian
1,2,8,2.5,2,2,8,3.684210526,12.63912282,16.44559103,51.80476676,26.11255753,34,24,57.72120119,35481,Hirnantian
1,4.5,9,4.166666667,3,6,9,6.428571429,25.21799805,32.99747292,48.17513141,34.88035168,12,31,58.9064104,38455,Hirnantian
1,1,7,2.461538462,2,5.5,7,4.8,12.63912282,23.37947818,40.43362028,24.06909522,26,28,46.70629132,36590,Hirnantian
1,2,8,3.263157895,2,4.5,8,4.583333333,9.909591313,20.26781932,28.25951167,19.61601313,19,25,34.91704455,35846,Hirnantian
1,2,10,2.78125,2,3,10,4,11.22497216,20.50853481,55.20185901,29.96515272,32,14,57.19908805,40675,Hirnantian
1,1.5,9,3,2,5,9,5,11.22497216,22.58201554,50.48363493,28.9401384,20,28,52.06661295,38819,Hirnantian
1,1,10,3.130434783,4,9,10,8,18.7136314,31.09983923,34.88859476,29.82820543,23,29,41.30328563,36963,Hirnantian
1,1,11,3.434782609,2,9,11,8,31.09983923,35.03389949,40.1315134,35.49201759,23,30,42.07476433,37335,Hirnantian
1,2,10,3.21875,2,3,10,4.227272727,11.22497216,17.80884838,50.88980306,26.70580948,32,28,50.75768734,38819,Hirnantian
1,1,9,2.666666667,2,4,9,4.846153846,11.22497216,37.95505153,47.55950686,31.20734317,30,24,51.275609,39558,Hirnantian
1,1,8,2.482758621,2,4,8,4.909090909,11.22497216,36.02279943,49.47985622,32.1303845,29,17,51.52671272,40303,Hirnantian
1,1,10,2.606060606,2,4,10,4.785714286,11.22497216,35.61328272,54.3322796,32.93335817,33,14,56.13904337,40675,Hirnantian
1,1,9,2.40625,2,4,9,4.75,11.22497216,35.64630795,48.07868777,33.28413368,32,24,51.92904093,39558,Hirnantian
1,1,9,2.5,2,6.5,9,5.5,12.63912282,28.92167558,31.54362059,23.45205359,30,26,35.9110011,36218,Hirnantian
1,1,9,2.740740741,2,4.5,9,4.916666667,9.909591313,19.94454444,33.0335291,21.30551329,27,26,37.2265234,36218,Hirnantian
1,1,7,2,2,2,7,3.3,9.909591313,19.20172335,37.75404653,20.99903836,46,27,43.74128189,35841,Hirnantian
1,2,8,2.538461538,2,2.5,8,3.5,11.22497216,16.67482819,39.38740953,21.88391793,39,29,43.3571534,36958,Hirnantian
1,1,9,3.285714286,2,8,9,6.333333333,18.7136314,31.09983923,39.72895295,31.88444173,21,26,42.88977398,36219,Hirnantian
1,2,7,2.14893617,2,2,7,3.16,9.909591313,16.44559103,31.36353789,18.68145925,47,29,40.61286606,36584,Hirnantian
1,1,9,3.421052632,4,8,9,7.571428571,18.7136314,32.64046568,34.51666264,29.64017816,19,26,39.33887931,36219,Hirnantian
1,1,5,1.742857143,2,2.5,5,2.857142857,9.909591313,15.70945031,42.56145138,20.91769131,35,23,52.03141191,35095,Hirnantian
1,1,6,2.125,2,3,6,3.4,11.22497216,26.37191022,46.49383984,25.22258997,32,23,56.15037361,35095,Hirnantian
1,1,8,3.733333333,3,7,8,6.857142857,16.90406536,27.76328511,43.02132852,27.94007738,15,27,51.40842222,36591,Hirnantian
1,1,9,2.814814815,2,6.5,9,5.9,12.63912282,27.53324136,37.57163943,25.21761775,27,28,44.22942611,36589,Hirnantian
1,2,8,2.414634146,2,2,8,3.416666667,11.22497216,16.44559103,46.77221041,23.02343127,41,29,50.24351137,37330,Hirnantian
1,2,11,2.875,2,2.5,11,4.333333333,16.44559103,26.38811049,55.6149674,31.56125918,32,14,57.03307834,40675,Hirnantian
1,1,7,2.407407407,2,3.5,7,4.166666667,9.909591313,18.81052426,30.47230661,20.17966085,27,27,37.59805905,36217,Hirnantian
1,1,9,2.533333333,2,7.5,9,6.75,16.44559103,30.76298974,32.50457546,27.90642568,30,24,36.75795731,36220,Hirnantian
1,1,9,2.470588235,2,4,9,4.571428571,11.22497216,31.62573607,48.68918736,30.40873481,34,14,52.12052906,40675,Hirnantian
1,1,7,2.384615385,2,6,7,5,12.63912282,23.37947818,33.70163201,23.98280247,26,26,40.00136575,36219,Hirnantian
1,2,10,3.529411765,2,6,10,5.777777778,11.22497216,25.3929124,47.95912239,26.0137313,17,28,50.24218765,36590,Hirnantian
1,2,9,2.594594595,2,2,9,3.681818182,11.22497216,16.44559103,37.2570857,20.68753103,37,29,42.96621143,37330,Hirnantian
1,1,9,3.368421053,2,7.5,9,6.625,16.44559103,26.84890904,37.57163943,26.01315346,19,27,40.55973619,36591,Hirnantian
1,1,7,2.088235294,2,4,7,4.363636364,9.909591313,18.7136314,31.09983923,20.58897323,34,25,41.77827159,35845,Hirnantian
1,1,8,2.448275862,2,3,8,4.230769231,11.22497216,18.87186863,30.61721811,20.09717021,29,28,37.70341398,36589,Hirnantian
1,1,9,2.72,2,6,9,5.3,11.22497216,27.25802634,34.08245949,23.22882205,25,28,38.52290286,36589,Hirnantian
1,2,7,2.40625,2,2,7,3.368421053,11.22497216,16.90406536,44.75792876,24.39614721,32,23,50.22312836,35095,Hirnantian
1,1,5,1.92,2,3,5,3.3,9.909591313,25.15087506,39.27723964,23.85759065,25,24,51.3633316,35481,Hirnantian
1,1,9,2.294117647,2,4,9,4.666666667,12.63912282,27.50529538,53.3874008,32.06492278,34,28,56.71465147,38819,Hirnantian
1,2,9,2.964285714,2,2,9,3.894736842,11.22497216,16.90406536,46.83840473,24.54683225,28,28,49.50308152,38819,Hirnantian
1,2,7,2.894736842,2,5,7,4.272727273,9.909591313,21.17545749,34.15038937,19.17953279,19,24,40.55973619,36220,Hirnantian
1,1,9,2.416666667,2,3,9,4,16.44559103,28.44242452,49.12596321,29.74554316,36,18,54.08866185,39929,Hirnantian
1,2,8,2.515151515,2,2,8,3.380952381,11.22497216,16.44559103,53.24401002,22.66789755,33,29,57.72711158,37330,Hirnantian
1,1,7,2,2,3,7,3.6,9.909591313,16.44559103,35.16602187,20.34529926,39,24,45.14623611,35481,Hirnantian
1,1,9,2.703703704,2,6.5,9,5.6,12.63912282,28.13073721,36.1057485,24.7550509,27,28,43.87734585,36589,Hirnantian
1,1,9,2.411764706,2,4.5,9,5,12.63912282,22.69945648,32.07409275,21.97795991,34,24,36.37784251,36220,Hirnantian
1,2,9,2.621621622,2,3,9,4.157894737,11.22497216,18.87186863,54.09574811,29.42414147,37,18,57.24155993,39929,Hirnantian
1,1,7,2.083333333,2,3,7,4,9.909591313,17.16391564,31.19531096,20.31262107,36,26,38.18638501,36218,Hirnantian
1,2,9,2.515151515,2,2,9,3.631578947,9.909591313,16.44559103,44.02801271,21.59927267,33,26,53.05663108,36218,Hirnantian
1,2,9,3.25,2,3,9,4,11.22497216,28.66143138,47.62642092,26.24266926,28,29,50.80878822,36587,Hirnantian
1,1,5,2.03125,2,4,5,3.75,9.909591313,18.7136314,31.48059862,20.96336329,32,25,46.50354142,35846,Hirnantian
1,1,6,1.891891892,2,2.5,6,3.357142857,9.909591313,26.37191022,38.36958528,23.83909826,37,23,46.71507821,35095,Hirnantian
1,5,9,4.833333333,2,7.5,9,6.75,12.63912282,27.42922006,29.94661917,24.88525861,12,28,36.25596298,36590,Hirnantian
1,2,9,2.585365854,2,2,9,3.708333333,11.22497216,16.44559103,34.11583848,19.660319,41,29,39.22620108,36587,Hirnantian
1,2,10,3.357142857,2,3,10,4.3,11.22497216,21.71505737,52.90013799,28.9782027,28,17,54.5294598,40303,Hirnantian
1,1,9,2.923076923,2,5.5,9,5.166666667,12.63912282,24.37969346,39.97780727,23.250945,26,27,45.34588968,36591,Hirnantian
1,1,8,2.242424242,2,6,8,5.555555556,15.27556903,32.46276783,41.57183893,33.91205611,33,24,50.87066848,35481,Hirnantian
1,1,7,2.382352941,2,3.5,7,3.9375,9.909591313,17.57961121,28.95332194,19.00341373,34,25,36.75795731,35845,Hirnantian
1,1,9,2.692307692,2,7.5,9,6.5,14.01427843,31.30598229,35.74505927,27.46243565,26,29,44.14316333,36962,Hirnantian
1,2,9,2.794117647,2,3,9,3.904761905,11.22497216,16.90406536,42.60620565,23.23740455,34,29,46.4033313,36587,Hirnantian
1,2,10,3.045454545,2,3,10,4.75,11.22497216,32.38262175,54.47692873,32.20989964,22,14,56.92241465,40675,Hirnantian
1,1,10,2.636363636,2,4,10,4.6,11.22497216,34.22925764,48.44985808,29.22704198,33,17,51.05344085,40303,Hirnantian
1,2,8,3.263157895,2,6.5,8,5.3,12.63912282,25.90649802,28.25951167,22.01615129,19,27,34.91704455,36592,Hirnantian
1,2,6,2.789473684,2,5,6,4.090909091,9.909591313,21.17545749,33.82126031,19.51904443,19,24,42.29276119,35474,Hirnantian
1,1,5,1.944444444,2,3,5,3.266666667,9.909591313,18.7136314,28.37805575,18.56741184,36,25,38.54867053,35845,Hirnantian
1,1,9,2.64516129,2,7,9,6.1,12.63912282,31.41518818,34.03640136,26.36783924,31,28,38.8416866,36590,Hirnantian
1,1,8,2.25,2,3,8,3.941176471,11.22497216,23.33696734,46.2914981,26.83114836,40,18,50.60554974,39929,Hirnantian
1,1,10,3.136363636,2,7.5,10,6.875,16.44559103,27.42922006,37.0932509,26.28594218,22,29,40.00136575,36962,Hirnantian
1,1,10,2.558823529,2,4,10,5.076923077,11.22497216,37.95505153,49.65645418,31.89544289,34,17,51.63459197,40303,Hirnantian
1,2,6,2.065217391,2,2,6,3.041666667,11.22497216,16.44559103,39.30930014,19.58811108,46,29,48.16352106,36958,Hirnantian
1,2,8,2.611111111,2,2,8,3.636363636,11.22497216,16.44559103,40.7293811,20.19660614,36,29,46.57069798,37330,Hirnantian
1,1,7,1.844444444,2,2.5,7,3.714285714,11.22497216,22.89339022,50.36437028,27.38919714,45,29,59.18931173,36584,Hirnantian
1,1,9,2.171428571,2,4.5,9,5.1,11.22497216,39.61451699,47.07722768,36.24420242,35,18,53.53389394,39929,Hirnantian
1,1,9,2.052631579,2,3,9,4.076923077,12.63912282,37.95505153,47.5289548,30.94382853,38,24,50.0185819,39558,Hirnantian
1,1,9,2.5,2,2.5,9,4.642857143,11.22497216,14.25681534,34.51666264,21.20089207,34,29,39.19791599,36962,Hirnantian
1,1,9,3.588235294,4,8,9,7.285714286,18.7136314,30.64963295,33.0335291,28.28476986,17,24,38.04420416,36220,Hirnantian
1,1,7,2.027777778,2,3,7,3.846153846,9.909591313,16.44559103,31.44927166,20.03306387,36,27,42.54537378,36217,Hirnantian
1,1,8,2.371428571,2,4,8,4.428571429,11.22497216,30.33418517,47.61698738,29.73540426,35,18,50.91694712,39929,Hirnantian
1,1,7,2.47826087,2,6,7,5.25,15.27556903,31.07991317,41.59534229,28.59415938,23,24,51.40881915,36220,Hirnantian
1,1,8,2.909090909,2,6.5,8,5.2,12.63912282,27.40303538,39.2841964,26.72207198,22,24,43.06711569,36220,Hirnantian
1,1,9,2.571428571,2,6,9,5.888888889,15.27556903,45.41801345,49.60792977,37.44321144,28,17,52.50140672,40303,Hirnantian
1,2,9,2.852941176,2,3,9,4,11.22497216,16.90406536,47.65584895,26.70042299,34,29,52.14863315,36958,Hirnantian
1,2,9,2.914285714,2,3,9,4.045454545,11.22497216,16.90406536,43.86289673,23.90804454,35,29,51.16886726,36958,Hirnantian
1,1,7,1.666666667,2,4.5,7,4,11.22497216,32.65176348,51.26627659,33.33840438,45,24,59.47365629,35481,Hirnantian
1,2,9,2.657142857,2,2,9,3.9,11.22497216,16.44559103,40.41171314,20.42416061,35,29,42.8093404,36963,Hirnantian
1,1,8,2.111111111,2,5.5,8,5,11.22497216,31.85839763,41.29500755,30.45756791,36,26,46.40773264,36219,Hirnantian
1,5.5,7,4.5,2,6,7,5.375,14.97330959,24.38619529,35.86248463,23.56958483,10,26,43.23621604,36219,Hirnantian
1,2,10,3.071428571,2,2.5,10,4.222222222,16.44559103,26.96173753,53.8530041,31.29757983,28,14,56.20686013,40675,Hirnantian
1,2,10,3.266666667,2,3,10,4.4,11.22497216,17.88796699,49.79757077,27.51045087,30,28,51.68713086,38819,Hirnantian
1,2,8,2.307692308,2,2,8,3.428571429,11.22497216,16.44559103,43.87513257,21.73022772,39,29,50.94126564,36956,Hirnantian
1,2,6,2.789473684,2,4,6,3.833333333,9.909591313,20.4772638,35.12386017,20.06547385,19,25,42.3030692,35846,Hirnantian
1,1,8,2.228571429,2,2.5,8,4.071428571,11.22497216,14.59023636,46.4997997,24.02492454,35,29,50.9820904,37330,Hirnantian
1,6,8,5.1,2,6.5,8,6.125,16.44559103,25.02677884,27.76328511,23.85894951,10,28,35.00210602,36590,Hirnantian
1,1,9,2.162162162,2,5.5,9,5.3,11.22497216,40.44277705,55.87506747,37.77880931,37,31,59.83333565,38455,Hirnantian
1,3,6,3.066666667,2,4,6,4.444444444,11.22497216,34.23251284,44.39146386,32.06569548,15,24,54.28535432,35481,Hirnantian
1,2,8,2.655172414,2,3,8,4.2,11.22497216,26.37191022,37.99390909,24.74838381,29,28,44.97223905,36589,Hirnantian
1,1,7,2.266666667,2,6,7,5.222222222,12.63912282,27.25802634,29.47880595,23.94128605,30,24,36.42173814,36220,Hirnantian
1,2,10,2.896551724,2,3,10,4.235294118,16.44559103,28.04197417,54.18375616,31.66502366,29,18,56.52384016,39929,Hirnantian
1,1,6,1.829268293,2,3.5,6,3.833333333,12.63912282,26.81496828,49.83970095,30.69698167,41,28,56.72535489,38819,Hirnantian
1,1,9,3.75,3,8,9,7.285714286,15.87450787,33.0335291,37.2887261,30.9101342,16,29,49.91082853,36963,Hirnantian
1,1,6,2.296296296,2,4,6,3.916666667,9.909591313,21.87742469,40.92445064,25.11934094,27,25,47.15271701,35846,Hirnantian
1,7,9,5.090909091,5,7,9,7.428571429,25.3929124,34.43239322,37.17512209,32.81663307,11,28,41.2842549,36590,Hirnantian
1,2,9,2.55,2,2.5,9,3.818181818,11.22497216,16.67482819,34.78300539,20.1177705,40,29,40.72527347,36587,Hirnantian
1,1,6,2.137931034,2,3.5,6,3.75,9.909591313,18.29402515,31.44927166,18.53497065,29,26,42.56870664,36218,Hirnantian
1,2,8,2.454545455,2,2,8,3.666666667,11.22497216,16.44559103,40.58809206,21.0313069,33,28,47.12983812,36589,Hirnantian
1,1,9,2,2,3,9,3.923076923,11.22497216,28.2619378,54.12283609,31.92916287,38,28,58.61875514,38819,Hirnantian
1,1,8,2.131578947,2,6.5,8,5.3,12.63912282,30.56593885,35.40863552,25.90628856,38,28,41.25738078,36589,Hirnantian
1,2,9,2.878787879,2,3,9,3.952380952,11.22497216,16.90406536,50.02106427,26.74384303,33,14,52.00907861,40675,Hirnantian
1,1,9,2.75,3,7,9,7,18.7136314,32.47166302,36.31056399,30.94681007,24,24,40.50749384,36220,Hirnantian
1,1,9,2.482758621,2,4.5,9,5.3,11.22497216,39.76103927,47.34028725,36.597409,29,22,51.57436666,39931,Hirnantian
1,1,11,3.260869565,4,9,11,8.428571429,18.7136314,34.03640136,38.60077236,32.520043,23,29,39.85247329,36962,Hirnantian
1,2,7,2.424242424,2,2,7,3.611111111,11.22497216,16.44559103,42.19839372,21.13362522,33,28,51.08959493,36589,Hirnantian
1,2,7,2.95,2,4.5,7,4.25,9.909591313,24.59786408,36.57010391,24.03650463,20,24,42.68987086,36220,Hirnantian
1,2,8,2.964285714,2,3,8,3.75,11.22497216,16.67482819,34.38528609,20.22224336,28,29,39.30193732,36587,Hirnantian
1,1,8,2.310344828,2,6,8,4.8,9.909591313,27.47087135,33.15339237,23.08166058,29,27,38.90758281,36592,Hirnantian
1,1,6,2.066666667,2,3.5,6,3.666666667,9.909591313,19.58684557,34.94532179,19.57201432,30,26,41.7527508,36218,Hirnantian
1,1,6,1.9375,2,5,6,4.333333333,12.63912282,39.8352745,49.61451954,35.85166967,32,24,58.00079056,35481,Hirnantian
1,1,7,1.790697674,2,3.5,7,3.833333333,11.22497216,26.68446029,39.46283638,27.50759406,43,27,50.85776319,35841,Hirnantian
1,1,9,2.956521739,3,8,9,7.428571429,14.97330959,31.05309729,31.54362059,28.38961683,23,27,36.75795731,36592,Hirnantian
1,1,7,2.083333333,2,3,7,4,9.909591313,17.16391564,31.19531096,20.31262107,36,26,38.18638501,36218,Hirnantian
1,1,8,1.948717949,2,5,8,5.111111111,11.22497216,31.73340694,61.14181266,36.00079107,39,31,65.57951736,38455,Hirnantian
1,1,9,2.419354839,2,5,9,5,12.63912282,30.50487544,54.28546062,35.34458588,31,31,57.53350462,38455,Hirnantian
1,1,9,2.575757576,2,3,9,4.466666667,11.22497216,14.97330959,33.70594065,20.63783479,33,28,38.07029584,36589,Hirnantian
1,2,8,2.35,2,2,8,3.347826087,11.22497216,16.44559103,48.4880435,23.79850246,40,27,52.3861441,35841,Hirnantian
1,2,6,2.514285714,2,3,6,3.304347826,9.909591313,16.90406536,37.8873485,21.53232426,35,24,43.6013777,35474,Hirnantian
1,1,7,2.451612903,2,4,7,4.214285714,9.909591313,25.27824564,35.8300112,23.91336261,31,25,42.78305392,35845,Hirnantian
1,2,8,3.2,2,5,8,4.666666667,9.909591313,23.37947818,35.8300112,23.57691827,20,28,41.61958316,36590,Hirnantian
1,2,8,2.526315789,2,2,8,3.636363636,11.22497216,16.44559103,42.76860991,21.04047786,38,29,47.22687091,37330,Hirnantian
1,1,8,2.2,2,2.5,8,3.625,11.22497216,23.57188697,56.89672777,25.79342305,35,31,64.6714134,38455,Hirnantian
1,1,8,2.411764706,2,2.5,8,4,11.22497216,25.82507793,48.21143872,25.85548727,34,29,55.70636002,36956,Hirnantian
1,2,8,3.421052632,2,5,8,4.833333333,9.909591313,21.04655479,27.25802634,19.85558543,19,27,34.11158161,36591,Hirnantian
1,2,11,2.84375,2,3,11,4.470588235,16.44559103,28.44242452,55.84866398,32.12357654,32,14,57.26098754,40675,Hirnantian
1,2,6,2.842105263,2,4,6,3.916666667,9.909591313,18.33456597,23.37947818,17.65978978,19,26,34.11158161,36218,Hirnantian
1,2,10,3.071428571,2,2.5,10,4.222222222,16.44559103,27.59206924,54.48103652,31.49540174,28,18,56.8088762,39929,Hirnantian
1,2,8,2.848484848,2,3,8,3.904761905,11.22497216,16.90406536,41.51307094,20.98305997,33,29,45.30090999,37330,Hirnantian
1,1,8,2.393939394,2,7,8,5.181818182,11.22497216,28.36454522,33.6585034,24.39568413,33,27,41.13398704,35841,Hirnantian
1,2,9,3.133333333,2,3,9,4.047619048,9.909591313,16.90406536,42.1374896,23.86538252,30,29,46.28648901,36958,Hirnantian
1,2,9,2.657142857,2,3,9,4.052631579,11.22497216,19.82650839,50.02106427,28.13500276,35,18,52.99548952,39929,Hirnantian
1,1,7,2.128205128,2,2,7,3.444444444,11.22497216,13.83528159,44.85653177,19.93029558,39,29,51.72541423,36956,Hirnantian
1,2,9,2.793103448,2,4,9,4.466666667,11.22497216,34.22925764,52.47944835,31.7559052,29,14,55.52027122,40675,Hirnantian
1,1,8,2.157894737,2,3.5,8,4.142857143,11.22497216,19.20172335,45.84325127,24.89030336,38,29,50.94995131,36584,Hirnantian
1,1,4,1.4,2,2,4,2.333333333,9.909591313,9.909591313,33.24468553,13.91970439,80,15,64.02817138,35815,Rhuddanian
1,1,3,1.391891892,2,2,3,2.260869565,9.909591313,14.01427843,35.88877235,15.61947919,74,15,59.55600879,37665,Rhuddanian
1,1,3,1.44,2,2,3,2.375,9.909591313,14.01427843,39.8908566,17.01904003,75,15,59.0370287,37665,Rhuddanian
1,1,3,1.333333333,2,2,3,2.333333333,9.909591313,12.63912282,35.88877235,15.35350296,72,15,60.40237639,37665,Rhuddanian
1,1,3,1.532258065,2,2,3,2.32,9.909591313,14.01427843,41.37221432,16.17175107,62,15,59.84458552,38042,Rhuddanian
1,1.5,3,1.652173913,2,2,3,2.304347826,9.909591313,14.01427843,39.8908566,15.81740125,46,15,58.04284057,37665,Rhuddanian
1,1,4,1.418604651,2,2,4,2.333333333,9.909591313,12.63912282,35.88877235,15.30181553,86,15,64.3248612,35818,Rhuddanian
1,1,4,1.544303797,2,2,4,2.228571429,9.909591313,9.909591313,35.88877235,13.36008624,79,15,55.51969918,38042,Rhuddanian
1,1,4,1.539473684,2,2,4,2.242424242,9.909591313,9.909591313,35.88877235,13.43769902,76,15,56.80576081,38041,Rhuddanian
1,1,3,1.373333333,2,2,3,2.217391304,9.909591313,12.63912282,39.8908566,15.95245125,75,15,60.61693261,38040,Rhuddanian
1,2,8,2.538461538,2,3,8,3.564102564,11.22497216,16.90406536,46.00090539,24.60291336,65,11,58.89069435,38814,Rhuddanian
1,1,3,1.441860465,2,2,3,2.266666667,9.909591313,14.97330959,41.84528487,19.09852843,43,15,58.6090782,35434,Rhuddanian
1,1,4,1.564102564,2,2,4,2.222222222,9.909591313,9.909591313,39.8908566,14.09705208,78,15,60.09226508,38040,Rhuddanian
1,1,3,1.24137931,2,2,3,2.4,9.909591313,15.27556903,41.84528487,18.79419055,58,15,59.09226033,35434,Rhuddanian
1,2,8,2.223880597,2,2,8,3.05,11.22497216,11.93204749,50.75416205,22.66002307,67,12,61.45846949,35469,Rhuddanian
1,2,8,2.538461538,2,3,8,3.564102564,11.22497216,16.90406536,46.00090539,24.60291336,65,11,58.89069435,38814,Rhuddanian
1,2,8,2.4,2,3,8,3.45,11.22497216,16.90406536,51.35691181,24.88909494,70,13,54.69256595,35840,Rhuddanian
1,1,4,1.521126761,2,2,4,2.275862069,9.909591313,12.63912282,33.43997577,14.5423464,71,15,53.48376751,35443,Rhuddanian
1,2,8,2.538461538,2,3,8,3.564102564,11.22497216,16.90406536,46.00090539,24.60291336,65,11,58.89069435,38816,Rhuddanian
1,1,7,1.820895522,2,2,7,3.2,9.909591313,30.70644914,50.11519122,26.84162899,67,12,61.2595023,35469,Rhuddanian
1,1,3,1.219178082,2,2,3,2.142857143,9.909591313,16.85189185,41.84528487,20.43013117,73,15,60.7937219,35434,Rhuddanian
1,1,4,1.511904762,2,2,4,2.264705882,9.909591313,9.909591313,33.59801,12.73004443,84,15,60.29331462,36190,Rhuddanian
1,1,4,1.582278481,2,2,4,2.243243243,9.909591313,9.909591313,33.59801,13.52339046,79,14,53.66775042,36186,Rhuddanian
1,1,4,1.516853933,2,2,4,2.243243243,9.909591313,9.909591313,33.59801,13.52339046,89,15,57.96893854,35818,Rhuddanian
1,1,4,1.448717949,2,2,4,2.296296296,9.909591313,12.63912282,32.10336861,14.8064775,78,15,63.59239774,36190,Rhuddanian
1,1,4,1.582278481,2,2,4,2.243243243,9.909591313,9.909591313,33.59801,13.52339046,79,14,53.66775042,36186,Rhuddanian
1,2,8,2.538461538,2,3,8,3.564102564,11.22497216,16.90406536,46.00090539,24.60291336,65,11,58.89069435,38814,Rhuddanian
1,1,4,1.602564103,2,2,4,2.27027027,9.909591313,9.909591313,35.88877235,13.88485335,78,15,54.53367908,35442,Rhuddanian
1,1,3,1.442622951,2,2,3,2.285714286,9.909591313,14.01427843,35.88877235,16.52549149,61,15,60.05680337,37665,Rhuddanian
1,1,4,1.467532468,2,2,4,2.333333333,9.909591313,12.63912282,35.88877235,15.30181553,77,15,64.3248612,36190,Rhuddanian
1,2,9,2.52238806,2,3,9,3.55,11.22497216,16.90406536,51.98062105,24.47108644,67,13,54.91533138,35841,Rhuddanian
1,1,4,1.653846154,2,2,4,2.342105263,9.909591313,9.909591313,33.59801,13.86036281,78,14,46.89272259,36186,Rhuddanian
1,1,4,1.580645161,2,2,4,2.285714286,9.909591313,9.909591313,33.24468553,12.70259965,62,15,53.09074838,35443,Rhuddanian
1,1,4,1.582278481,2,2,4,2.243243243,9.909591313,9.909591313,33.59801,13.52339046,79,15,53.66775042,36190,Rhuddanian
1,1,3,1.434782609,2,2,3,2.052631579,9.909591313,9.909591313,35.88877235,14.08082333,46,15,61.02068544,35431,Rhuddanian
1,1,3,1.387096774,2,2,3,2.090909091,9.909591313,11.22497216,35.88877235,15.59804208,62,15,61.95089551,35434,Rhuddanian
1,1,7,1.820895522,2,2,7,3.2,9.909591313,30.70644914,50.11519122,26.84162899,67,13,61.2595023,35841,Rhuddanian
1,2,8,2.538461538,2,3,8,3.564102564,11.22497216,16.90406536,46.00090539,24.60291336,65,11,58.89069435,38814,Rhuddanian
1,1,3,1.617021277,2,2,3,2.260869565,9.909591313,14.01427843,39.8908566,15.23591747,47,15,59.5685531,38042,Rhuddanian
1,2,8,2.538461538,2,3,8,3.564102564,11.22497216,16.90406536,46.00090539,24.60291336,65,11,58.89069435,38814,Rhuddanian
1,1,4,1.602739726,2,2,4,2.257142857,9.909591313,9.909591313,33.59801,13.32175675,73,14,52.55771482,36186,Rhuddanian
1,1,4,1.564102564,2,2,4,2.222222222,9.909591313,9.909591313,39.8908566,14.09705208,78,15,60.09226508,37665,Rhuddanian
1,1,3,1.5,2,2,3,2.291666667,9.909591313,14.01427843,39.8908566,16.73369088,62,15,59.08980281,35431,Rhuddanian
1,1,4,1.551282051,2,2,4,2.228571429,9.909591313,9.909591313,39.8908566,13.72132673,78,15,58.54188434,38040,Rhuddanian
1,1,4,1.514285714,2,2,4,2.285714286,9.909591313,9.909591313,33.24468553,12.70259965,70,15,52.99108987,35815,Rhuddanian
1,1,4,1.538461538,2,2,4,2.272727273,9.909591313,9.909591313,41.84528487,14.53695544,78,15,60.60220911,38042,Rhuddanian
1,1,3,1.403225806,2,2,3,2.388888889,9.909591313,14.01427843,41.84528487,18.34903572,62,15,60.7937219,37665,Rhuddanian
1,1,7,2.029411765,2,2,7,3.121212121,9.909591313,16.44559103,51.20783562,25.74690013,68,13,62.15654962,35841,Rhuddanian
1,1,4,1.506493506,2,2,4,2.258064516,9.909591313,14.01427843,32.10336861,14.70425826,77,15,53.72455148,35443,Rhuddanian
1,2,7,2.114285714,2,2,7,2.95,11.22497216,11.22497216,49.77735394,22.94916231,70,12,60.98343379,35469,Rhuddanian
1,2,9,2.52238806,2,3,9,3.55,11.22497216,16.90406536,51.98062105,24.47108644,67,13,54.91533138,35841,Rhuddanian
1,1,4,1.653846154,2,2,4,2.342105263,9.909591313,9.909591313,33.59801,13.86036281,78,15,46.89272259,36189,Rhuddanian
1,1,4,1.5,2,2,4,2.258064516,9.909591313,14.01427843,32.10336861,14.70425826,78,14,58.02152904,36186,Rhuddanian
