oc_w.singl_min,oc_w.singl_med,oc_w.singl_max,oc_w.singl_mean,oc_wo.singl_min,oc_wo.singl_med,oc_wo.singl_max,oc_wo.singl_mean,mst_min,mst_med,mst_max,mst_mean,species_count,pool_n,mst_sample,seed_cell,bin
1,1,4,1.4,2,2,4,2.6,12.63912282,17.87441891,21.89160289,17.35016972,20,16,59.09009823,18318,Tremadocian
1,1,4,1.583333333,2,2,4,2.4,16.44559103,17.90011298,27.15123759,21.17948198,12,17,54.74598513,19424,Tremadocian
1,1,4,1.5,2,2,4,2.25,12.63912282,16.44559103,27.15123759,17.79824381,20,15,53.35306251,17564,Tremadocian
1,1,3,1.35,2,2,3,2.166666667,11.22497216,18.81052426,27.24743937,18.90932281,20,15,54.55199188,17564,Tremadocian
1,1,4,1.35,2,2,4,2.4,15.87450787,17.90011298,27.15123759,20.77949977,20,16,53.44186049,17565,Tremadocian
1,1,4,1.45,2,3,4,2.8,12.63912282,16.06074175,21.89160289,16.22100184,20,16,57.54613389,18318,Tremadocian
1,1,4,1.615384615,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,13,17,63.31204479,19793,Tremadocian
1,1,3,1.315789474,2,2.5,3,2.5,16.06074175,16.67482819,17.90011298,16.82762778,19,15,51.7367706,18677,Tremadocian
1,1,3,1.4375,2,2,3,2.4,16.06074175,16.90406536,17.90011298,17.03698601,16,15,53.78665866,18677,Tremadocian
1,1,3,1.380952381,2,2,3,2.142857143,12.63912282,17.90011298,27.24743937,20.0131045,21,16,52.33713273,16822,Tremadocian
1,1,3,1.388888889,2,2,3,2.166666667,15.87450787,20.96507081,39.45678829,23.49241136,18,16,60.33237784,17938,Tremadocian
1,1,4,1.5,2,2,4,2.5,9.909591313,15.25677086,21.89160289,15.23997018,18,16,52.55586243,18689,Tremadocian
1,1,4,1.473684211,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,19,15,51.89553783,18677,Tremadocian
1,1,4,1.444444444,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,18,17,54.81431806,19420,Tremadocian
1,1,4,1.55,2,2,4,2.571428571,12.63912282,21.89160289,39.45678829,23.07540949,20,16,60.48054439,18318,Tremadocian
1,1,3,1.315789474,2,2.5,3,2.5,16.06074175,16.67482819,17.90011298,16.82762778,19,17,51.7367706,19793,Tremadocian
1,1,4,1.380952381,2,3,4,3,12.63912282,16.96758033,21.89160289,17.11647159,21,16,58.35695405,18689,Tremadocian
1,1,4,1.409090909,2,2,4,2.5,11.22497216,19.8830109,27.24743937,18.79485984,22,16,51.89498477,18318,Tremadocian
1,1,4,1.470588235,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,17,15,48.96965962,18677,Tremadocian
1,1,3,1.3,2,2.5,3,2.5,16.06074175,16.67482819,17.90011298,16.82762778,20,17,52.34689962,19420,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,51.04717139,18676,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,44.50938134,19047,Tremadocian
1,1,4,1.473684211,2,2,4,2.5,15.87450787,22.21308118,27.24743937,21.93390209,19,15,50.97568399,19047,Tremadocian
1,1.5,4,1.714285714,2,2,4,2.428571429,11.22497216,17.90011298,39.45678829,21.17635106,14,16,60.5606827,18318,Tremadocian
1,1,4,1.473684211,2,2,4,2.285714286,12.63912282,17.90011298,27.24743937,20.07838228,19,15,52.46571179,17564,Tremadocian
1,1,3,1.227272727,2,3,3,2.666666667,16.06074175,16.90406536,17.90011298,16.95497336,22,16,61.34918366,19792,Tremadocian
1,1,4,1.428571429,2,3,4,2.8,12.63912282,16.06074175,21.89160289,16.22100184,21,16,58.70613341,18689,Tremadocian
1,1,4,1.421052632,2,2,4,2.6,12.63912282,17.87441891,21.89160289,17.35016972,19,16,58.5669897,17945,Tremadocian
1,1,3,1.352941176,2,2,3,2.2,11.22497216,17.90011298,27.24743937,19.36962884,17,15,50.99990369,17564,Tremadocian
1,1,4,1.533333333,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,15,16,59.74144891,19792,Tremadocian
1,1,4,1.473684211,2,2,4,2.5,15.87450787,22.21308118,27.24743937,21.93390209,19,15,50.97568399,18677,Tremadocian
1,1,4,1.45,2,2,4,2.5,12.63912282,17.16000497,21.89160289,17.00440294,20,16,54.97402082,18689,Tremadocian
1,1,3,1.352941176,2,2.5,3,2.5,16.06074175,16.67482819,17.90011298,16.82762778,17,15,55.63667403,19047,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,12.63912282,16.44559103,21.89160289,16.82526094,21,16,60.42670878,18318,Tremadocian
1,1,3,1.368421053,2,2,3,2.166666667,11.22497216,20.23780984,39.45678829,22.37988789,19,16,59.83673074,17938,Tremadocian
1,1,3,1.588235294,2,2,3,2.25,12.63912282,17.40208917,27.24743937,19.60639864,17,16,55.67461663,19792,Tremadocian
1,1,4,1.473684211,2,2,4,2.5,12.63912282,16.44559103,21.89160289,16.76198262,19,16,62.38450421,18318,Tremadocian
1,1,4,1.5,2,2.5,4,2.666666667,12.63912282,19.8830109,27.24743937,20.02136728,20,15,53.96448889,17564,Tremadocian
1,1,3,1.409090909,2,2,3,2.125,12.63912282,16.44559103,26.54968537,17.72304978,22,16,53.1145074,17565,Tremadocian
1,1,3,1.3,2,2.5,3,2.5,12.63912282,16.48240356,17.90011298,15.87601073,20,15,50.21202685,18676,Tremadocian
1,1,4,1.611111111,2,2,4,2.571428571,12.63912282,17.90011298,39.45678829,21.46252365,18,14,61.40699754,18691,Tremadocian
1,1,4,1.526315789,2,2.5,4,2.666666667,12.63912282,17.88726594,24.03002865,18.46347955,19,16,54.50599498,17938,Tremadocian
1,1,4,1.454545455,2,2.5,4,2.666666667,12.63912282,19.8830109,26.69429314,20.34517969,22,16,53.153808,17938,Tremadocian
1,1,4,1.647058824,2,2,4,2.375,12.63912282,23.85075343,39.45678829,23.08199555,17,16,58.51264134,16822,Tremadocian
1,1,4,1.571428571,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,14,17,52.32259312,19423,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,44.50938134,18676,Tremadocian
1,1,4,1.6,2,2,4,2.5,12.63912282,17.87441891,27.24743937,19.7996751,20,16,53.5224181,17565,Tremadocian
1,1,4,1.6,2,2,4,2.5,12.63912282,21.71505737,27.24743937,20.51783956,15,16,62.58618465,19792,Tremadocian
1,1,3,1.461538462,2,2.5,3,2.5,15.87450787,16.48240356,17.90011298,16.68485699,13,15,53.21421604,18676,Tremadocian
1,1,4,1.526315789,2,2.5,4,2.666666667,12.63912282,19.8830109,39.45678829,22.05625876,19,16,59.27121242,18318,Tremadocian
1,1,4,1.55,2,2,4,2.375,12.63912282,16.67482819,27.24743937,19.0239689,20,16,53.20621969,17938,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,51.04717139,18677,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,44.50938134,19047,Tremadocian
1,1,3,1.352941176,2,2.5,3,2.5,16.06074175,17.38924213,17.90011298,17.18483475,17,17,51.77832622,19423,Tremadocian
1,1,4,1.454545455,2,2.5,4,2.666666667,12.63912282,19.8830109,26.69429314,20.34517969,22,16,53.153808,17938,Tremadocian
1,1,4,1.444444444,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,18,15,53.49307789,19047,Tremadocian
1,1,4,1.470588235,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,17,15,48.96965962,18677,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,16.44559103,26.52604938,27.24743937,22.85487654,21,15,51.7544708,17564,Tremadocian
1,1,4,1.642857143,2,2,4,2.5,12.63912282,22.21308118,27.24743937,21.39467125,14,17,52.11908019,19420,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,16,44.50938134,19792,Tremadocian
1,1,4,1.473684211,2,2,4,2.5,15.87450787,22.21308118,27.24743937,21.93390209,19,15,50.97568399,18676,Tremadocian
1,1,4,1.363636364,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,22,17,61.35052372,19420,Tremadocian
1,1,3,1.461538462,2,2,3,2.2,11.22497216,17.90011298,27.24743937,19.65539441,13,17,62.60515193,19424,Tremadocian
1,1,4,1.727272727,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,11,15,51.89333289,19047,Tremadocian
1,1,4,1.666666667,2,2,4,2.428571429,12.63912282,21.89160289,39.45678829,22.90824052,15,16,59.55483043,18318,Tremadocian
1,1,4,1.444444444,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,18,15,53.49307789,19047,Tremadocian
1,1,4,1.55,2,2,4,2.222222222,12.63912282,16.44559103,39.45678829,20.82039966,20,16,60.05293107,16822,Tremadocian
1,1,4,1.428571429,2,3,4,2.8,12.63912282,21.89160289,39.45678829,23.17839231,21,14,57.29148287,18691,Tremadocian
1,1,4,1.578947368,2,2,4,2.375,12.63912282,19.89585793,39.45678829,21.9183349,19,14,61.03133815,18691,Tremadocian
1,1,3,1.352941176,2,2.5,3,2.5,16.06074175,16.67482819,17.90011298,16.82762778,17,17,56.90816796,19424,Tremadocian
1,1,4,1.642857143,2,2,4,2.5,12.63912282,22.21308118,27.24743937,21.39467125,14,15,52.11908019,18677,Tremadocian
1,1,4,1.666666667,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14064212,12,15,53.98344977,18676,Tremadocian
1,1,4,1.4,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,20,17,49.42431907,19793,Tremadocian
1,1,4,1.409090909,2,2,4,2.5,12.63912282,19.89585793,39.45678829,22.83491421,22,14,57.61408026,18691,Tremadocian
1,1,4,1.642857143,2,2,4,2.5,12.63912282,22.21308118,27.24743937,21.39467125,14,15,52.11908019,19047,Tremadocian
1,1,4,1.666666667,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,12,17,60.55910376,19793,Tremadocian
1,1,4,1.45,2,2,4,2.285714286,12.63912282,16.44559103,27.24743937,19.71971386,20,16,52.41152741,17565,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,17,44.50938134,19420,Tremadocian
1,1,4,1.476190476,2,2.5,4,2.666666667,12.63912282,19.8830109,27.24743937,20.02136728,21,14,53.09509811,18691,Tremadocian
1,1,3,1.315789474,2,2,3,2.2,15.87450787,17.90011298,39.45678829,22.74140576,19,16,59.65628387,17938,Tremadocian
1,1,4,1.470588235,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,17,17,48.96965962,19423,Tremadocian
1,1,4,1.6,2,2,4,2.5,12.63912282,24.20882613,39.45678829,23.10302873,20,16,59.5011484,17945,Tremadocian
1,1,4,1.5,2,2.5,4,2.666666667,12.63912282,19.8830109,27.24743937,20.02136728,20,16,53.96448889,17565,Tremadocian
1,1,4,1.4,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,20,16,49.42431907,19792,Tremadocian
1,1,3,1.285714286,2,2,3,2.2,11.22497216,17.90011298,27.24743937,19.36962884,21,15,52.05026798,17564,Tremadocian
1,1,4,1.5,2,2,4,2.428571429,12.63912282,17.90011298,39.45678829,21.92215375,20,16,59.82232647,18689,Tremadocian
1,1,4,1.35,2,2,4,2.4,16.44559103,17.90011298,27.15123759,20.8937164,20,16,51.9416097,17938,Tremadocian
1,1,3,1.277777778,2,3,3,2.666666667,16.06074175,16.90406536,17.90011298,16.95497336,18,17,60.46058316,19423,Tremadocian
1,1,3,1.352941176,2,2.5,3,2.5,16.06074175,16.67482819,17.90011298,16.82762778,17,16,56.90816796,19792,Tremadocian
1,1,4,1.428571429,2,2,4,2.5,12.63912282,17.88726594,39.45678829,21.03460615,21,16,58.5669897,17945,Tremadocian
1,1,3,1.533333333,2,2,3,2.333333333,15.87450787,22.21308118,27.24743937,21.85774468,15,17,62.40833784,19793,Tremadocian
1,1,3,1.380952381,2,2,3,2.142857143,12.63912282,26.52604938,39.45678829,23.09262955,21,16,59.18844656,16822,Tremadocian
1,1,3,1.238095238,2,3,3,2.666666667,16.06074175,16.90406536,17.90011298,16.95497336,21,17,59.64157766,19793,Tremadocian
1,1,4,1.444444444,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,18,16,59.13883814,19792,Tremadocian
1,1,4,1.45,2,3,4,2.8,12.63912282,17.87441891,24.03002865,18.57615286,20,16,55.11956152,17945,Tremadocian
1,1,4,1.666666667,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,12,17,59.3658569,19793,Tremadocian
1,1,3,1.461538462,2,2.5,3,2.5,15.87450787,16.48240356,17.90011298,16.68485699,13,17,53.21421604,19423,Tremadocian
1,1,3,1.333333333,2,2,3,2.2,12.63912282,16.90406536,17.90011298,16.35266222,18,17,64.52361798,19424,Tremadocian
1,2,4,1.733333333,2,2,4,2.375,12.63912282,17.40208917,27.24743937,19.20578414,15,15,50.77308662,18677,Tremadocian
1,1,4,1.454545455,2,2.5,4,2.666666667,12.63912282,19.8830109,26.54968537,20.3210784,22,16,52.26352427,17945,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,44.50938134,18676,Tremadocian
1,1,4,1.428571429,2,3,4,2.8,12.63912282,17.87441891,24.03002865,18.57615286,21,14,51.86698656,18691,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,16.44559103,26.52604938,27.24743937,22.85487654,21,17,61.20317529,19420,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,21,15,59.77935431,19047,Tremadocian
1,1,4,1.4,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,20,15,49.42431907,18676,Tremadocian
1,1,3,1.473684211,2,2,3,2.285714286,12.63912282,17.90011298,27.24743937,20.62238201,19,16,52.84410158,17565,Tremadocian
1,1,4,1.470588235,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,17,15,48.96965962,18677,Tremadocian
1,1,4,1.642857143,2,3,4,2.8,12.63912282,17.87441891,21.89160289,17.44186459,14,16,60.43596491,18689,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,12.63912282,16.44559103,21.89160289,16.29797169,21,16,60.38189561,17945,Tremadocian
1,1,3,1.227272727,2,3,3,2.666666667,16.06074175,16.90406536,17.90011298,16.95497336,22,17,60.17160671,19423,Tremadocian
1,1,4,1.684210526,2,2.5,4,2.625,12.63912282,19.8830109,27.24743937,20.75974689,19,16,54.91638249,18318,Tremadocian
1,1,3,1.315789474,2,2.5,3,2.5,16.06074175,16.67482819,17.90011298,16.82762778,19,17,51.7367706,19420,Tremadocian
1,1,3,1.3,2,2,3,2.2,15.87450787,17.90011298,27.24743937,20.29953598,20,16,52.80660566,17565,Tremadocian
1,1,3,1.428571429,2,2,3,2.125,12.63912282,17.172852,27.24743937,19.09135679,21,16,53.36118142,17938,Tremadocian
1,1,4,1.533333333,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,15,16,52.92596922,19792,Tremadocian
1,1,3,1.352941176,2,2,3,2.2,11.22497216,17.90011298,27.24743937,19.36962884,17,17,50.99990369,19424,Tremadocian
1,1,4,1.473684211,2,2,4,2.5,15.87450787,21.71505737,27.24743937,21.69148176,19,15,52.53202554,18676,Tremadocian
1,1,3,1.444444444,2,2,3,2.333333333,16.44559103,22.21308118,27.24743937,21.92882391,18,17,53.5124509,19424,Tremadocian
1,1,3,1.304347826,2,2,3,2.4,16.90406536,26.52604938,27.24743937,23.02547049,23,17,60.17160671,19424,Tremadocian
1,1,4,1.5,2,2,4,2.428571429,12.63912282,16.90406536,27.24743937,19.93608977,20,15,52.92758887,18676,Tremadocian
1,1,4,1.454545455,2,2.5,4,2.666666667,12.63912282,17.87441891,27.15123759,19.75180644,22,16,53.57296946,17565,Tremadocian
1,1,4,1.45,2,2,4,2.5,12.63912282,22.21308118,27.24743937,21.39467125,20,15,50.0626386,18676,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,17,44.50938134,19424,Tremadocian
1,1,3,1.380952381,2,2,3,2.333333333,12.63912282,17.16000497,26.54968537,19.41340976,21,15,54.0835798,17564,Tremadocian
1,1,3,1.545454545,2,2.5,3,2.5,16.06074175,17.38924213,17.90011298,17.18483475,11,15,53.84466214,18676,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,21,15,50.0626386,18676,Tremadocian
1,1,4,1.476190476,2,2,4,2.428571429,12.63912282,21.89160289,39.45678829,22.4923666,21,16,60.31138173,17945,Tremadocian
1,1,4,1.428571429,2,3,4,2.8,12.63912282,16.90406536,21.89160289,16.38966656,21,16,59.96176799,18689,Tremadocian
1,1,4,1.523809524,2,2,4,2.375,12.63912282,17.40208917,27.24743937,19.20578414,21,15,50.81768204,19047,Tremadocian
1,1,4,1.4,2,2,4,2.6,9.909591313,16.44559103,21.89160289,15.75206539,20,14,60.70578084,18691,Tremadocian
1,1,4,1.5,2,2,4,2.285714286,12.63912282,17.90011298,27.24743937,20.54058015,18,16,53.3376367,17938,Tremadocian
1,1,3,1.466666667,2,2,3,2.4,12.63912282,16.06074175,17.90011298,15.22863315,15,16,60.17160671,19792,Tremadocian
1,1,4,1.571428571,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,14,17,52.32259312,19793,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,21,17,50.0626386,19423,Tremadocian
1,1,4,1.526315789,2,2,4,2.428571429,12.63912282,16.90406536,27.24743937,19.93608977,19,16,51.03851158,17938,Tremadocian
1,1,4,1.428571429,2,2,4,2.5,12.63912282,19.89585793,39.45678829,22.18504071,21,16,59.55931024,18689,Tremadocian
1,1,4,1.470588235,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,17,15,48.96965962,19047,Tremadocian
1,1,3,1.238095238,2,3,3,2.666666667,16.06074175,16.90406536,17.90011298,16.95497336,21,17,59.64157766,19793,Tremadocian
1,1,3,1.555555556,2,2,3,2.25,14.01427843,19.53778524,27.24743937,20.84238043,18,16,53.93960779,16822,Tremadocian
1,1,4,1.409090909,2,2,4,2.5,12.63912282,19.8830109,27.24743937,19.66496298,22,14,53.26862968,18691,Tremadocian
1,1,3,1.263157895,2,2,3,2.25,11.22497216,20.96507081,27.24743937,20.10063829,19,17,60.20394184,19423,Tremadocian
1,1,4,1.428571429,2,3,4,2.8,12.63912282,21.89160289,39.45678829,23.17839231,21,14,58.45901999,18691,Tremadocian
1,2,4,1.833333333,2,2,4,2.428571429,12.63912282,17.90011298,27.24743937,20.14387862,12,17,62.22953094,19793,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,44.50938134,18677,Tremadocian
1,1,4,1.428571429,2,2,4,2.5,12.63912282,19.8830109,39.45678829,21.94262039,21,16,61.65376515,18689,Tremadocian
1,1,4,1.409090909,2,2,4,2.5,11.22497216,17.16000497,27.24743937,17.8871912,22,16,52.48582757,18689,Tremadocian
1,1,3,1.35,2,2,3,2.166666667,11.22497216,18.81052426,27.24743937,18.90932281,20,16,54.02671808,17565,Tremadocian
1,1,3,1.444444444,2,3,3,2.6,14.01427843,16.90406536,21.17545749,17.2109312,18,17,52.56059787,19424,Tremadocian
1,1,4,1.45,2,3,4,2.8,12.63912282,16.44559103,21.89160289,16.98229548,20,16,59.84993726,17945,Tremadocian
1,1,4,1.6,2,2,4,2.5,12.63912282,19.8830109,27.24743937,20.22662907,20,16,52.14813335,17945,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,21,15,50.0626386,18677,Tremadocian
1,1,4,1.55,2,2,4,2.375,12.63912282,19.8830109,39.45678829,22.22565171,20,16,61.49407115,16822,Tremadocian
1,1,4,1.4,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,20,17,49.42431907,19424,Tremadocian
1,1,4,1.411764706,2,2,4,2.4,16.44559103,17.90011298,27.15123759,20.8937164,17,17,51.50917458,19424,Tremadocian
1,1,4,1.529411765,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,17,15,53.60575639,18677,Tremadocian
1,1,4,1.421052632,2,2,4,2.6,12.63912282,17.87441891,21.89160289,17.35016972,19,16,61.09427751,18318,Tremadocian
1,1,4,1.421052632,2,2,4,2.6,9.909591313,16.44559103,21.89160289,15.75206539,19,14,60.46164547,18691,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,17,44.50938134,19793,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,51.04717139,19047,Tremadocian
1,1,3,1.5,2,2,3,2.428571429,12.63912282,17.87441891,27.24743937,19.14444752,20,16,53.75536476,16822,Tremadocian
1,1,3,1.333333333,2,2.5,3,2.5,16.06074175,17.38924213,17.90011298,17.18483475,18,17,62.67131083,19793,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,44.50938134,18676,Tremadocian
1,1,3,1.272727273,2,2,3,2.2,12.63912282,12.63912282,17.90011298,14.54430936,22,17,61.84876524,19423,Tremadocian
1,1,4,1.363636364,2,2,4,2.6,12.63912282,17.90011298,21.89160289,18.4393721,22,16,51.507959,18689,Tremadocian
1,1,3,1.4,2,2,3,2.142857143,12.63912282,17.90011298,27.24743937,20.47530237,20,16,53.21116459,16822,Tremadocian
1,1,4,1.5625,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,16,15,44.50938134,18677,Tremadocian
1,1,4,1.5625,2,2,4,2.285714286,12.63912282,26.52604938,39.45678829,23.90580677,16,16,58.7756027,17565,Tremadocian
1,1,4,1.55,2,2,4,2.375,12.63912282,17.88726594,26.52604938,19.5310673,20,16,54.0835798,18689,Tremadocian
1,1,4,1.444444444,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,18,17,51.28013539,19420,Tremadocian
1,1,4,1.333333333,2,2.5,4,2.75,9.909591313,15.25677086,21.89160289,15.57868398,21,16,58.93124646,18318,Tremadocian
1,1,4,1.45,2,2,4,2.5,12.63912282,22.21308118,27.24743937,21.39467125,20,15,50.0626386,18676,Tremadocian
1,1,4,1.428571429,2,3,4,2.8,12.63912282,16.90406536,21.89160289,17.1509602,21,16,60.93371714,18689,Tremadocian
1,1,3,1.4,2,2,3,2.142857143,15.87450787,26.52604938,39.45678829,24.14007009,20,16,59.42615336,17565,Tremadocian
1,2,4,1.733333333,2,2,4,2.375,12.63912282,17.40208917,27.24743937,19.20578414,15,16,50.77308662,19792,Tremadocian
1,1,4,1.333333333,2,2.5,4,2.75,12.63912282,17.16000497,21.89160289,17.21268391,21,14,60.52773528,18691,Tremadocian
1,2,4,2,2,2.5,4,2.625,12.63912282,24.20882613,39.45678829,23.63614655,13,16,60.34718091,18689,Tremadocian
1,1,4,1.45,2,2,4,2.5,12.63912282,21.71505737,27.24743937,21.15225092,20,15,51.64650165,19047,Tremadocian
1,1,4,1.409090909,2,2,4,2.5,11.22497216,19.8830109,27.24743937,19.03762575,22,16,52.30969921,18689,Tremadocian
1,1,4,1.642857143,2,3,4,2.8,12.63912282,16.44559103,21.89160289,16.98229548,14,16,59.29792682,18318,Tremadocian
1,1,4,1.380952381,2,2,4,2.6,16.44559103,26.52604938,27.24743937,22.85487654,21,15,52.34292921,17564,Tremadocian
1,1,4,1.692307692,2,2,4,2.5,15.87450787,22.21308118,27.24743937,21.93390209,13,17,51.23888315,19420,Tremadocian
1,1,3,1.428571429,2,2.5,3,2.5,15.87450787,16.48240356,17.90011298,16.68485699,14,15,60.03860931,19047,Tremadocian
1,1,4,1.523809524,2,2,4,2.375,12.63912282,17.40208917,27.24743937,19.20578414,21,15,50.81768204,18677,Tremadocian
1,1,4,1.476190476,2,2,4,2.428571429,11.22497216,21.89160289,39.45678829,21.95464897,21,16,59.59536931,18318,Tremadocian
1,1,4,1.473684211,2,3,4,2.8,12.63912282,16.44559103,21.89160289,16.98229548,19,16,60.38189561,17945,Tremadocian
1,2,4,1.818181818,2,2,4,2.5,16.90406536,22.21308118,27.24743937,22.2672206,11,17,51.89333289,19424,Tremadocian
1,1,4,1.529411765,2,2,4,2.5,16.44559103,22.21308118,27.24743937,22.02908262,17,17,54.51806508,19420,Tremadocian
1,1,4,1.533333333,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,15,17,52.92596922,19420,Tremadocian
1,1,4,1.55,2,2,4,2.571428571,12.63912282,21.89160289,39.45678829,23.05475124,20,16,61.0326365,17945,Tremadocian
1,1,4,1.533333333,2,2,4,2.6,16.90406536,26.52604938,27.24743937,23.14578093,15,17,63.12829486,19423,Tremadocian
1,1,4,1.476190476,2,2,4,2.428571429,12.63912282,21.89160289,39.45678829,22.70045167,21,16,60.70578084,18318,Tremadocian
1,1,3,1.368421053,2,2,3,2.4,14.01427843,16.06074175,17.90011298,15.77869539,19,15,51.01603637,18677,Tremadocian
